"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"Lang"
"Soirée de gala pour les rencontres R #Toulouse avec le groupe ""Ali Alaoui &amp; Moultaqa Salam"", super ! #RR2016 #rstats https://t.co/Q3hEgmHN5X";FALSE;0;NA;2016-06-23 18:49:14;FALSE;NA;"746052513804259329";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"alinedeschamps";0;FALSE;FALSE;NA;NA;"FR"
"Soirée de gala place du capitole #RR2016 #rstats https://t.co/RwQJS0fTvy";FALSE;0;NA;2016-06-23 18:20:05;FALSE;NA;"746045177261850625";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Lionning13";0;FALSE;FALSE;NA;NA;"FR"
"RT @Lionning13: Pour celles et ceux qui veulent les slides du super tutoriel R2D² d'hier :
https://t.co/2R9rI2YG4J
#RR2016 #rstats";FALSE;0;NA;2016-06-23 17:54:30;FALSE;NA;"746038737591799808";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"r_plus_plus";7;TRUE;FALSE;NA;NA;"FR"
"RT @alykisdata: La session #BigData des #RR2016 a du succès! https://t.co/AtnHHIIDHg";FALSE;0;NA;2016-06-23 17:52:39;FALSE;NA;"746038272246321152";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"r_plus_plus";7;TRUE;FALSE;NA;NA;"FR"
"RT @Natty_V2: Présentation de Sylvain Coppere, Keyrus à #RR2016 #rstats : R skills are a must have! https://t.co/pbkZVSAv66";FALSE;0;NA;2016-06-23 16:56:01;FALSE;NA;"746024019137277952";NA;"<a href=""https://play.google.com/store/apps/details?id=org.mariotaku.twidere"" rel=""nofollow"">Twidere for Android #4</a>";"geraudster";2;TRUE;FALSE;NA;NA;"FR"
"RT @alykisdata: La session #BigData des #RR2016 a du succès! https://t.co/AtnHHIIDHg";FALSE;0;NA;2016-06-23 16:12:30;FALSE;NA;"746013067541118976";NA;"<a href=""http://www.vmug.org.uk"" rel=""nofollow"">VMUG</a>";"BDUGUK";7;TRUE;FALSE;NA;NA;"FR"
"RT @alykisdata: La session #BigData des #RR2016 a du succès! https://t.co/AtnHHIIDHg";FALSE;0;NA;2016-06-23 16:10:52;FALSE;NA;"746012657006841856";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"andreamrau";7;TRUE;FALSE;NA;NA;"FR"
"Présentation de Sylvain Coppere, Keyrus à #RR2016 #rstats : R skills are a must have! https://t.co/pbkZVSAv66";FALSE;1;NA;2016-06-23 16:08:40;FALSE;NA;"746012104474374144";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Natty_V2";2;FALSE;FALSE;NA;NA;"FR"
"RT @alykisdata: La session #BigData des #RR2016 a du succès! https://t.co/AtnHHIIDHg";FALSE;0;NA;2016-06-23 15:57:11;FALSE;NA;"746009214242422784";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Natty_V2";7;TRUE;FALSE;NA;NA;"FR"
"RT @alykisdata: La session #BigData des #RR2016 a du succès! https://t.co/AtnHHIIDHg";FALSE;0;NA;2016-06-23 15:31:53;FALSE;NA;"746002847750197248";NA;"<a href=""https://zehusdotfr.wordpress.com"" rel=""nofollow"">JF ROCHE</a>";"Zehus_france";7;TRUE;FALSE;NA;NA;"FR"
